TransactionID,TransactionDate,CustomerID,Amount
441,4/29/2015,104,11.34
442,7/5/2014,104,5.1
443,9/6/2014,104,12.18
444,8/11/2013,104,11.63
445,8/20/2013,105,7.59
446,6/6/2015,105,16.93
447,3/29/2011,106,4.83
448,8/7/2012,106,7.93
449,4/20/2011,106,7.48
450,6/18/2011,106,14.74
451,1/30/2013,107,21.35
452,12/2/2013,107,5.84
453,6/2/2015,108,1.57
454,12/17/2010,109,0.25
455,2/15/2015,110,1.42
456,4/30/2011,111,4.42
457,7/10/2013,112,7.16
458,8/19/2013,112,10.57
459,7/18/2013,112,13.06
460,7/10/2015,112,15.55
461,8/13/2015,112,2.87
462,12/26/2015,112,7.24
463,11/8/2015,112,4.63
464,9/10/2011,113,6.8
465,6/1/2013,113,2.08
466,5/21/2013,113,6.16
467,12/7/2013,113,8.7
468,7/8/2015,113,17.31
469,7/28/2012,113,6.83
470,9/11/2010,114,2.12
471,4/28/2012,114,16.35
472,4/4/2013,114,9.27
473,12/21/2011,114,15.72
474,3/31/2013,114,3.81
475,11/17/2012,114,6.46
476,11/3/2012,114,5.74
477,9/29/2014,114,21.81
478,4/17/2013,114,10.71
479,1/21/2011,115,11.9
480,3/18/2014,115,5.34
481,1/13/2015,115,22.45
482,10/21/2015,115,11.59
483,7/14/2014,115,16.28
484,9/19/2011,116,10.03
485,8/19/2015,116,20.11
486,12/9/2012,116,17.05
487,5/27/2012,116,17.43
488,4/1/2014,116,11.89
489,2/3/2010,117,1.08
490,1/15/2013,117,5.4
491,5/13/2012,117,23.96
492,7/5/2015,118,5.45
493,10/28/2011,119,18.66
494,11/15/2013,119,6.92
495,11/11/2013,119,5.78
496,2/16/2012,119,2.67
497,4/22/2013,119,25.59
498,9/24/2012,119,9
499,1/23/2015,119,5.63
500,9/21/2013,119,3.54
501,5/29/2014,119,1.88
502,5/10/2014,119,9.82
503,4/17/2014,120,14.05
504,10/12/2014,120,3.74
505,6/19/2015,120,2.9
506,7/24/2014,120,3.69
507,4/7/2015,120,6.24
508,2/16/2015,120,16.44
509,9/23/2014,120,12.97
510,3/19/2013,121,3.33
511,10/28/2015,121,7.97
512,9/15/2010,122,5.09
513,4/15/2015,122,7.34
514,11/11/2012,122,12.59
515,5/31/2011,122,1.76
516,9/11/2013,123,1.32
517,12/12/2011,124,9.63
518,1/14/2014,124,1.62
519,9/22/2013,124,18.1
520,10/24/2013,124,12.2
521,3/6/2013,124,17.53
522,7/14/2014,125,0.64
523,8/13/2015,125,4.31
524,11/8/2015,125,15.19
525,12/3/2015,125,11.06
526,10/23/2012,126,5.01
527,8/16/2014,126,2.84
528,4/29/2010,127,2.44
529,10/28/2014,127,3.01
530,12/16/2015,127,5.25
531,5/11/2010,127,18.24
532,9/18/2012,127,2.27
533,6/27/2014,127,8.17
534,4/7/2013,127,15.33
535,9/7/2015,128,7.52
536,6/13/2013,129,12.75
537,5/6/2015,130,4.87
538,3/9/2013,131,7.24
539,5/14/2013,131,3.08
540,11/28/2013,131,9.55
541,10/7/2011,132,10.86
542,8/2/2012,133,9.7
543,3/9/2013,133,20.8
544,11/11/2014,133,11.75
545,12/13/2013,133,3.21
546,2/14/2014,133,3.49
547,6/6/2015,133,2.71
548,9/4/2014,133,13.03
549,7/4/2014,133,0.69
550,11/5/2015,133,0.69
551,5/18/2013,133,17.97
552,4/18/2015,133,10.24
553,7/6/2015,134,15.54
554,6/28/2010,135,2.98
555,8/3/2014,135,12.96
556,4/8/2011,135,0.39
557,12/6/2014,135,6.5
558,5/14/2011,135,2.4
559,5/10/2015,135,2.27
560,6/29/2010,135,20.96
561,1/30/2012,135,1.69
562,8/30/2010,135,1.33
563,9/8/2010,135,13.41
564,1/29/2014,135,13.85
565,8/20/2011,136,11.23
566,3/14/2013,136,5.62
567,10/22/2011,136,3.85
568,3/15/2014,136,8.56
569,2/20/2012,137,5.71
570,4/16/2013,138,7.97
571,1/17/2014,139,19.89
572,7/27/2014,139,12.13
573,12/8/2014,140,21.37
574,1/25/2015,140,18.16
575,8/3/2015,140,4.87
576,12/8/2015,140,2.49
577,9/9/2015,141,4.06
578,12/24/2015,141,4.38
579,1/27/2015,142,10.32
580,11/2/2015,143,0.9
581,2/9/2015,144,1.91
582,6/10/2015,144,12.44
583,9/13/2015,144,1.42
584,11/4/2015,144,10.11
585,8/12/2012,145,18.06
586,3/16/2013,145,30.43
587,2/28/2013,146,6.98
588,10/16/2013,146,0.82
589,7/15/2014,146,8.98
590,12/26/2011,147,1.71
591,11/6/2012,147,2.17
592,3/9/2015,147,2.52
593,7/19/2015,148,5.22
594,10/24/2015,148,4.24
595,4/20/2015,149,0.05
596,12/5/2015,149,8.64
597,3/24/2011,150,3.46
598,6/22/2013,150,7.3
599,8/23/2011,150,2.82
600,9/19/2015,151,7.98
601,3/23/2010,152,2.91
602,12/2/2013,152,6.45
603,10/21/2011,152,7.88
604,3/9/2012,152,0.89
605,2/1/2011,152,10.82
606,7/27/2013,152,5.55
607,4/7/2013,152,12.62
608,11/19/2011,152,7.78
609,3/25/2015,153,16.18
610,8/2/2015,153,8.87
611,11/20/2015,153,13.95
612,12/24/2015,153,0.53
613,6/3/2014,154,1.08
614,5/23/2010,155,26.67
615,1/14/2014,155,14.73
616,11/23/2014,155,12.2
617,1/10/2015,155,18.27
618,8/5/2015,155,3.16
619,10/8/2010,156,10.67
620,12/25/2015,157,1.29
621,1/18/2014,158,0.58
622,2/23/2014,159,0.18
623,3/27/2014,159,2.3
624,9/27/2011,160,0.49
625,1/14/2013,160,14.23
626,1/6/2014,160,2.75
627,9/21/2013,160,4.47
628,10/29/2013,160,16.11
629,2/12/2015,160,3.52
630,6/17/2013,160,0.74
631,5/30/2010,161,2.63
632,10/11/2013,161,15.75
633,1/5/2011,161,11.07
634,8/24/2015,162,5.79
635,9/5/2015,162,10.81
636,12/6/2014,163,1.24
637,2/22/2015,163,6.69
638,5/15/2015,163,11.77
639,10/30/2011,164,0.42
640,9/26/2012,164,4.41
641,10/26/2011,165,5.66
642,8/27/2013,165,7.41
643,6/24/2014,165,13.61
644,1/4/2013,166,15.47
645,8/17/2015,166,1.65
646,3/31/2013,166,12.69
647,6/13/2013,166,6.67
648,8/29/2015,166,12.84
649,9/17/2014,166,1.5
650,11/23/2015,167,0.61
651,3/25/2013,168,27.26
652,10/30/2015,168,5.71
653,10/24/2013,168,9.41
654,11/6/2015,168,8.66
655,2/16/2011,169,6.78
656,12/29/2015,169,4.17
657,1/18/2014,170,0.18
658,12/21/2015,170,10.43
659,12/17/2015,170,16.1
660,3/10/2014,170,0.55
661,7/23/2015,170,5.18
662,8/8/2012,171,16.88
663,10/10/2013,171,4.18
664,10/22/2012,171,1.87
665,11/21/2015,171,13.19
666,7/3/2011,172,1.83
667,7/15/2013,172,10.39
668,11/29/2014,173,4.46
669,5/14/2015,173,3.16
670,12/17/2010,174,17.54
671,8/6/2014,174,0.42
672,9/6/2012,174,4.52
673,4/29/2013,174,8.07
674,5/30/2012,174,1.34
675,6/29/2010,175,0.23
676,8/25/2011,175,2.96
677,6/27/2012,175,4.95
678,10/2/2015,175,2.18
679,5/28/2012,175,6.92
680,7/5/2014,176,6.56
681,10/2/2014,177,1.28
682,8/26/2015,177,19.09
683,4/20/2015,177,4.62
684,2/10/2012,178,7.44
685,1/15/2013,178,18.63
686,9/16/2015,178,12.58
687,1/7/2011,179,0.82
688,8/24/2014,179,6.94
689,12/11/2015,179,15
690,10/22/2010,180,2.89
691,2/20/2012,181,16.67
692,6/16/2013,181,16.32
693,3/3/2012,181,5.84
694,11/29/2014,181,12.7
695,10/23/2014,181,0.11
696,6/19/2010,182,6.38
697,7/8/2014,182,5.8
698,10/17/2014,182,7.09
699,3/8/2015,182,18.88
700,6/23/2013,182,14.48
701,7/19/2015,182,4.1
702,7/19/2012,182,23.27
703,4/24/2015,182,1.2
704,1/29/2014,182,7.21
705,12/31/2013,182,7.54
706,6/11/2012,182,0.23
707,8/1/2015,183,1.02
708,9/6/2015,183,2.23
709,3/23/2013,184,17.45
710,1/29/2015,184,4.16
711,5/10/2013,184,22.54
712,11/4/2014,184,10.15
713,2/7/2014,184,2.09
714,8/22/2011,185,3.32
715,6/1/2013,185,8
716,9/30/2014,185,2.38
717,9/8/2012,185,4.99
718,10/9/2013,186,6.99
719,12/3/2015,186,1.23
720,4/25/2012,187,8.53
721,5/17/2012,187,2.48
722,8/5/2012,187,12.1
723,10/25/2014,187,1.86
724,7/4/2014,187,0.32
725,5/25/2013,187,15.59
726,7/30/2013,187,11.64
727,4/1/2015,187,6.63
728,1/26/2014,187,6.45
729,9/6/2013,188,9.34
730,10/10/2014,188,1.09
731,12/24/2014,188,23.16
732,3/24/2010,189,11.02
733,11/6/2010,189,19.16
734,9/29/2011,189,21.74
735,9/17/2011,189,13.65
736,5/25/2015,189,5.48
737,9/25/2013,189,12.73
738,5/5/2010,189,2.3
739,8/25/2010,189,16.92
740,2/6/2011,189,1.29
741,7/28/2013,189,3.7
742,4/23/2013,189,3.36
743,3/3/2012,189,8.88
744,10/1/2014,189,7.84
745,5/3/2012,189,12.39
746,3/29/2015,189,1.14
747,9/28/2013,190,8.9
748,1/18/2015,190,9.81
749,6/14/2014,190,6.15
750,12/5/2015,191,2.5
751,6/22/2013,192,11.57
752,12/13/2013,192,14.21
753,5/31/2014,192,10.77
754,2/25/2014,192,2.74
755,8/16/2013,192,8.87
756,7/8/2011,193,5.05
757,12/4/2012,193,10.5
758,12/10/2011,193,4.13
759,9/29/2014,193,5.17
760,12/27/2012,193,12.98
761,8/28/2015,193,0.23
762,1/16/2013,194,14.97
763,2/7/2014,195,4.37
764,12/18/2014,195,4.92
765,10/30/2013,196,17.34
766,11/13/2014,196,12.06
767,9/27/2010,197,16.82
768,9/11/2011,197,10.71
769,10/21/2012,197,11.02
770,5/21/2013,197,19.04
771,1/4/2014,197,0.85
772,4/26/2015,198,8.92
773,2/11/2012,199,1.54
774,3/15/2012,199,4.43
775,1/31/2013,199,8.02
776,1/2/2015,199,2.12
777,10/13/2013,199,19.97
778,4/10/2012,199,11.01
779,5/6/2015,199,20.5
780,8/20/2012,199,4.92
781,1/30/2013,199,13.94
782,4/24/2014,199,11.77
783,3/20/2015,199,13.28
784,2/16/2013,199,13
785,12/27/2014,200,1.34
786,6/16/2015,200,4.69
787,2/23/2015,200,8.62
788,4/20/2015,201,10.75
789,6/5/2015,201,12.16
790,10/1/2015,201,4.1
791,1/10/2012,202,1.31
792,12/11/2013,202,4.53
793,9/15/2012,203,14.94
794,8/8/2014,203,0.51
795,10/3/2012,203,7.68
796,2/4/2014,203,3.31
797,7/11/2014,203,4.63
798,10/10/2013,203,6.37
799,9/20/2013,203,4.52
800,3/4/2013,203,1.26
801,10/31/2012,203,12.99
802,12/20/2015,203,2.27
803,6/24/2011,204,13.83
804,10/25/2015,204,7.94
805,9/13/2011,205,2.65
806,8/29/2013,206,4.1
807,5/31/2010,207,8.11
808,4/24/2014,207,9.02
809,5/11/2015,207,4.26
810,8/10/2010,207,4.6
811,1/22/2013,207,13.12
812,8/23/2010,207,10.2
813,3/21/2015,208,4.27
814,12/12/2015,209,2.38
815,6/11/2010,210,7.08
816,10/7/2011,210,15.88
817,1/5/2010,211,0.67
818,10/17/2014,211,23.7
819,7/13/2014,211,2.79
820,5/2/2014,211,5.49
821,4/20/2011,211,5.58
822,7/14/2010,211,3.17
823,2/19/2010,211,21.4
824,10/6/2015,211,6.7
825,8/25/2011,211,3.38
826,4/26/2012,211,1.48
827,11/6/2010,211,7.86
828,3/16/2011,211,4.95
829,1/12/2012,212,0.81
830,7/11/2012,212,3.74
831,7/14/2014,212,4.32
832,2/19/2013,212,4.14
833,5/24/2013,213,8.21
834,3/1/2014,213,8.91
835,11/15/2013,213,5.9
836,10/29/2014,213,4.64
837,10/15/2013,213,11.92
838,2/11/2015,213,0.51
839,9/23/2014,214,13.44
840,2/2/2015,214,15.99
841,10/21/2015,214,8.84
842,3/20/2011,215,11.82
843,10/13/2012,215,5.4
844,1/23/2014,215,8.99
845,5/18/2013,215,3.41
846,5/7/2013,215,17.49
847,5/7/2013,215,14.62
848,2/21/2012,215,17.97
849,3/30/2011,216,4.44
850,6/28/2013,216,8.68
851,4/29/2011,216,1.81
852,2/18/2014,217,10.44
853,3/10/2014,217,5.38
854,4/18/2015,217,9.43
855,10/19/2014,217,0.61
856,8/17/2013,218,6.63
857,1/7/2015,218,2.46
858,4/2/2012,219,12.45
859,8/22/2014,219,7.99
860,3/15/2014,219,0.38
861,10/22/2013,219,2.81
862,4/22/2015,219,9.2
863,3/24/2013,219,1.49
864,3/6/2013,219,3.17
865,3/15/2014,219,0.84
866,8/13/2014,220,8.03
867,10/2/2014,220,13.91
868,9/14/2014,220,4.5
869,1/17/2015,220,8.64
870,11/12/2015,221,0.64
871,1/22/2013,222,0.29
872,8/23/2015,222,10.76
873,1/7/2012,223,8.83
874,4/3/2013,223,20.26
875,12/2/2012,223,7.21
876,4/24/2012,224,14.94
877,9/12/2012,224,8.84
878,6/24/2012,225,1.55
879,7/15/2013,225,13.69
880,5/1/2010,226,4.71
881,2/17/2015,226,10.04
882,6/4/2010,226,4.87
883,7/26/2011,226,1.53
884,9/23/2011,226,9.82
885,10/21/2014,226,1.6
886,3/15/2015,226,12.61
887,5/6/2012,226,11.88
888,8/2/2010,226,8.45
889,10/4/2011,226,2.38
890,2/13/2015,227,3.16
891,1/25/2012,228,7.4
892,3/3/2012,228,10.47
893,9/8/2012,229,10.07
894,9/23/2010,230,1.01
895,6/25/2013,230,2.26
896,6/2/2014,230,4.51
897,8/8/2011,230,7.98
898,12/23/2012,230,5.94
899,3/27/2012,230,0.17
900,6/16/2011,230,2.18
901,1/9/2013,230,12.4
902,5/19/2015,230,4.34
903,3/21/2011,230,11.62
904,10/26/2013,231,5.81
905,1/10/2015,231,5.45
906,4/1/2014,231,6.67
907,12/26/2015,231,10.27
908,7/11/2015,231,0.1
909,11/12/2014,231,4.73
910,12/6/2013,231,2.99
911,9/5/2012,232,6.45
912,10/18/2014,232,10.29
913,2/19/2013,232,1.3
914,6/5/2014,232,8.39
915,5/26/2015,232,2.22
916,4/10/2014,232,12.83
917,6/14/2015,232,13.2
918,8/22/2015,232,3.98
919,12/6/2015,232,0.68
920,4/22/2014,232,8.08
921,10/16/2013,232,3.73
922,10/27/2012,232,9.01
923,7/12/2013,232,6.28
924,3/17/2012,233,17.81
925,7/26/2012,233,15.45
926,11/15/2014,233,14.27
927,4/2/2013,233,4.26
928,5/6/2015,233,5.35
929,12/8/2013,233,0.45
930,4/29/2012,233,4.96
931,12/4/2013,233,2.19
